ticker,trade_date,close,volume,dollar_volume,as_of,source,fetched_at
GROW,2026-01-05,28.0,2142857.14,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
GROW,2026-01-06,28.084,2142857.14,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
GROW,2026-01-07,28.168,2142857.14,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
GROW,2026-01-08,28.252,2142857.14,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
GROW,2026-01-09,27.748,2142857.14,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
GROW,2026-01-12,27.832,2142857.14,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
GROW,2026-01-13,27.916,2142857.14,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
GROW,2026-01-14,28.0,2142857.14,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
GROW,2026-01-15,28.084,2142857.14,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
GROW,2026-01-16,28.168,2142857.14,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-15,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-16,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-17,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-18,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-19,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-22,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-23,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-24,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-25,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-26,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-29,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-09-30,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-01,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-02,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-03,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-06,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-07,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-08,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-09,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-10,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-13,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-14,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-15,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-16,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-17,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-20,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-21,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-22,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-23,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-24,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-27,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-28,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-29,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-30,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-10-31,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-03,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-04,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-05,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-06,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-07,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-10,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-11,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-12,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-13,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-14,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-17,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-18,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-19,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-20,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-21,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-24,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-25,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-26,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-27,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-11-28,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-01,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-02,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-03,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-04,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-05,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-08,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-09,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-10,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-11,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-12,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-15,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-16,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-17,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-18,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-19,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-22,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-23,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-24,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-25,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-26,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-29,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-30,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2025-12-31,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-01,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-02,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-05,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-06,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-07,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-08,20.18,2500000.0,50450000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-09,19.82,2500000.0,49550000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-12,19.88,2500000.0,49700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-13,19.94,2500000.0,49850000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-14,20.0,2500000.0,50000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-15,20.06,2500000.0,50150000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
VALU,2026-01-16,20.12,2500000.0,50300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-15,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-16,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-17,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-18,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-19,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-22,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-23,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-24,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-25,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-26,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-29,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-09-30,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-01,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-02,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-03,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-06,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-07,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-08,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-09,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-10,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-13,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-14,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-15,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-16,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-17,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-20,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-21,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-22,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-23,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-24,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-27,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-28,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-29,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-30,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-10-31,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-03,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-04,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-05,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-06,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-07,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-10,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-11,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-12,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-13,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-14,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-17,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-18,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-19,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-20,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-21,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-24,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-25,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-26,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-27,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-11-28,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-01,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-02,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-03,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-04,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-05,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-08,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-09,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-10,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-11,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-12,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-15,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-16,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-17,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-18,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-19,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-22,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-23,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-24,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-25,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-26,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-29,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-30,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2025-12-31,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-01,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-02,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-05,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-06,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-07,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-08,92.828,3260869.57,302700000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-09,91.172,3260869.57,297300000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-12,91.448,3260869.57,298200000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-13,91.724,3260869.57,299100000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-14,92.0,3260869.57,300000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-15,92.276,3260869.57,300900000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
MEGA,2026-01-16,92.552,3260869.57,301800000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-15,37.658,2368421.05,89190000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-16,37.772,2368421.05,89460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-17,37.886,2368421.05,89730000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-18,38.0,2368421.05,90000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-19,38.114,2368421.05,90270000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-22,38.228,2368421.05,90540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-23,38.342,2368421.05,90810000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-24,37.658,2368421.05,89190000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-25,37.772,2368421.05,89460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-26,37.886,2368421.05,89730000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-29,38.0,2368421.05,90000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-09-30,38.114,2368421.05,90270000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-01,38.228,2368421.05,90540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-02,38.342,2368421.05,90810000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-03,37.658,2368421.05,89190000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-06,37.772,2368421.05,89460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-07,37.886,2368421.05,89730000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-08,38.0,2368421.05,90000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-09,38.114,2368421.05,90270000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-10,38.228,2368421.05,90540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-13,38.342,2368421.05,90810000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-14,37.658,2368421.05,89190000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-15,37.772,2368421.05,89460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-16,37.886,2368421.05,89730000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-17,38.0,2368421.05,90000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-20,38.114,2368421.05,90270000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-21,38.228,2368421.05,90540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-22,38.342,2368421.05,90810000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-23,37.658,2368421.05,89190000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-24,37.772,2368421.05,89460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-27,37.886,2368421.05,89730000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-28,38.0,2368421.05,90000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-29,38.114,2368421.05,90270000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-30,38.228,2368421.05,90540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-10-31,38.342,2368421.05,90810000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-03,37.658,2368421.05,89190000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-04,37.772,2368421.05,89460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-05,37.886,2368421.05,89730000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-06,38.0,2368421.05,90000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-07,38.114,2368421.05,90270000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-10,38.228,2368421.05,90540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-11,38.342,2368421.05,90810000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-12,37.658,2368421.05,89190000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-13,37.772,2368421.05,89460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-14,37.886,2368421.05,89730000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-17,38.0,2368421.05,90000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-18,38.114,2368421.05,90270000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-19,38.228,2368421.05,90540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-20,38.342,2368421.05,90810000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-21,37.658,2368421.05,89190000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-24,37.772,2368421.05,89460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-25,37.886,2368421.05,89730000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-26,38.0,2368421.05,90000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-27,38.114,2368421.05,90270000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-11-28,38.228,2368421.05,90540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-12-01,38.342,2368421.05,90810000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-12-02,37.658,2368421.05,89190000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-12-03,37.772,2368421.05,89460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-12-04,37.886,2368421.05,89730000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-12-05,38.0,2368421.05,90000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-12-08,38.114,2368421.05,90270000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-12-09,38.228,2368421.05,90540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-12-10,38.342,2368421.05,90810000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-12-11,37.658,2368421.05,89190000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
ADRX,2025-12-12,37.772,2368421.05,89460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
