ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,model_family,watchlist_reason,event_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,financial_persistence_score,roic_above_wacc_years,cyclicality,model_confidence,risk_flags
PIPR,Piper Sandler Companies,NYSE,common_stock,False,2004-01-02,Financial Services,Financial - Capital Markets,US,67577431.99435318,1.417,5358214583.280001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,77.92,2026-06-11,5265633501.0,64888682.675,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM,Rithm Capital Corp.,NYSE,common_stock,False,2013-05-02,Real Estate,REIT - Mortgage,US,558306596.969697,1.131,5139212225.385,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,9.24,2026-06-11,5158752956.0,90792682.16437499,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC,Moelis & Company,NYSE,common_stock,False,2014-04-16,Financial Services,Financial - Capital Markets,US,74374000.0,1.846,4968183200.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,68.93,2026-06-11,5126599820.000001,72728377.369375,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,"Axos Financial, Inc.",NYSE,common_stock,False,2005-03-16,Financial Services,Banks - Regional,US,56884600.0,1.252,5078657088.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,89.28,2026-06-11,5078657088.0,38000681.516875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLI,RLI Corp.,NYSE,common_stock,False,1980-03-17,Financial Services,Insurance - Property & Casualty,US,91938300.0,0.365,4976620179.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,54.13,2026-06-11,4976620179.0,45860880.7775,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTM,"White Mountains Insurance Group, Ltd.",NYSE,common_stock,False,1985-10-23,Financial Services,Insurance - Property & Casualty,US,2476670.000100526,0.29,5046735225.7,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,1989.54,2026-06-11,4927434032.0,42395579.589687504,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAIN,Main Street Capital Corporation,NYSE,common_stock,False,2007-10-09,Financial Services,Asset Management,US,92989800.0,0.728,4811292252.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,51.74,2026-06-11,4811292252.0,40605173.6515625,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASB,Associated Banc-Corp,NYSE,common_stock,False,1980-03-17,Financial Services,Banks - Regional,US,165942000.0,0.788,4711093380.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,28.96,2026-06-11,4805680320.0,57731479.2575,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HASI,"HA Sustainable Infrastructure Capital, Inc.",NYSE,common_stock,False,2013-04-18,Financial Services,Financial - Diversified,US,127801000.0,1.42,4770811330.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,37.33,2026-06-11,4770811330.0,42010476.4571875,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUZ,Cousins Properties Incorporated,NYSE,common_stock,False,1980-03-17,Real Estate,REIT - Office,US,164565330.00690606,1.198,4780622836.5,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,28.96,2026-06-11,4765811957.0,54001667.5384375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVA,"Enova International, Inc.",NYSE,common_stock,False,2014-11-13,Financial Services,Financial - Credit Services,US,24884896.001898833,1.298,4464599191.36,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,189.59,2026-06-11,4717927433.0,37094122.6271875,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNO,"CNO Financial Group, Inc.",NYSE,common_stock,False,2003-09-10,Financial Services,Insurance - Life,US,93348503.00180109,0.843,4664624694.91,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,49.97,2026-06-11,4664624695.0,32929181.9825,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNI,"Nelnet, Inc.",NYSE,common_stock,False,2003-12-12,Financial Services,Financial - Credit Services,US,35934024.99805553,0.789,4620037594.25,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,128.57,2026-06-11,4620037594.0,20646848.0821875,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKT,Tanger Inc.,NYSE,common_stock,False,1993-05-28,Real Estate,REIT - Retail,US,114875850.99221301,1.09,4573207628.31,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,39.81,2026-06-11,4573207628.0,31883230.086875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDN,Radian Group Inc.,NYSE,common_stock,False,1992-10-30,Financial Services,Insurance - Specialty,US,132975195.9871119,0.737,4618228557.08,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,34.14,2026-06-11,4539773191.0,49450387.9646875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPR,EPR Properties,NYSE,common_stock,False,1997-11-18,Real Estate,REIT - Specialty,US,76507666.00743747,1.023,4541495053.76,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,59.16,2026-06-11,4526193521.0,42473739.53,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRC,Kilroy Realty Corporation,NYSE,common_stock,False,1997-01-29,Real Estate,REIT - Office,US,116278999.99999999,1.164,4487206610.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,38.7,2026-06-11,4499997300.0,63982152.754374996,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYAN,"Ryan Specialty Holdings, Inc.",NYSE,common_stock,False,2021-07-22,Financial Services,Insurance - Specialty,US,129414224.99275151,0.635,4463496620.25,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,34.49,2026-06-11,4463496620.0,86238629.6371875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBS,"ServisFirst Bancshares, Inc.",NYSE,common_stock,False,2014-05-14,Financial Services,Banks - Regional,US,54662823.00147131,0.885,4380678635.22,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,81.56,2026-06-11,4458299844.0,21628271.236875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FHI,"Federated Hermes, Inc.",NYSE,common_stock,False,1998-05-14,Financial Services,Asset Management,US,75912657.00708485,0.629,4393065460.59,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,57.87,2026-06-11,4393065461.0,48060032.295,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMND,"Lemonade, Inc.",NYSE,common_stock,False,2020-07-02,Financial Services,Insurance - Property & Casualty,US,76820788.99965023,1.809,4291209273.54,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,57.18,2026-06-11,4392612715.0,94446278.95125,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,Lazard Ltd,NYSE,common_stock,False,2005-05-05,Financial Services,Financial - Capital Markets,US,98437684.99534017,1.405,4351930053.85,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,42.92,2026-06-11,4224945440.0,63630924.975,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFSI,"PennyMac Financial Services, Inc.",NYSE,common_stock,False,2013-05-09,Financial Services,Financial - Mortgages,US,51924899.99999999,1.444,4189300932.0000005,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,80.68,2026-06-11,4189300931.9999995,49252646.2246875,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLD,"Americold Realty Trust, Inc.",NYSE,common_stock,False,2018-01-19,Real Estate,REIT - Industrial,US,285306000.0,0.987,4185439020.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,14.67,2026-06-11,4185439020.0,63161694.4940625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFH,"Bread Financial Holdings, Inc.",NYSE,common_stock,False,2001-06-15,Financial Services,Financial - Credit Services,US,40407100.0,1.169,3807156962.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,101.63,2026-06-11,4106573573.0,58610517.4775,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB,"United Community Banks, Inc.",NYSE,common_stock,False,2000-01-04,Financial Services,Banks - Regional,US,119686999.99999999,0.84,4034648770.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,34.27,2026-06-11,4101673490.0,28100717.2034375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,AllianceBernstein Holding L.P.,NYSE,common_stock,False,1988-04-14,Financial Services,Asset Management,US,110537302.0054945,0.78,4089880174.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,36.4,2026-06-11,4023557793.0,11675046.6828125,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNL,"Broadstone Net Lease, Inc.",NYSE,common_stock,False,2020-09-17,Real Estate,REIT - Diversified,US,191766554.97607657,0.978,4087504119.8250003,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,20.9,2026-06-11,4007920999.0,42053907.410625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJT,PJT Partners Inc.,NYSE,common_stock,False,2015-09-22,Financial Services,Financial - Capital Markets,US,25823868.00025979,0.84,4123555242.2400002,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,153.97,2026-06-11,3976100956.0,57838851.631875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRT,"Independence Realty Trust, Inc.",NYSE,common_stock,False,2013-08-13,Real Estate,REIT - Residential,US,235714682.0083682,0.97,4029542488.79,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,16.73,2026-06-11,3943506630.0,41753552.309375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNS,"Cohen & Steers, Inc.",NYSE,common_stock,False,2004-08-16,Financial Services,Asset Management,US,51405600.0,1.234,3922247280.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,76.02,2026-06-11,3907853712.0,22964176.0203125,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNST,Renasant Corporation,NYSE,common_stock,False,1992-04-24,Financial Services,Banks - Regional,US,92272119.99526739,0.991,3870815434.0000005,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,42.26,2026-06-11,3899419791.0,26919272.064375002,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDP,COPT Defense Properties,NYSE,common_stock,False,1991-12-31,Real Estate,REIT - Office,US,113377000.00000001,0.812,3868423239.9999995,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,34.3,2026-06-11,3888831100.0,31035424.3475,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBP,First BanCorp.,NYSE,common_stock,False,1987-01-13,Financial Services,Banks - Regional,US,154684352.0,0.829,3867108800.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,25.0,2026-06-11,3867108800.0,33286389.516875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APLE,"Apple Hospitality REIT, Inc.",NYSE,common_stock,False,2015-05-18,Real Estate,REIT - Hotel & Motel,US,236067553.99380806,0.899,3814851672.64,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,16.16,2026-06-11,3814851672.5399384,46073584.4846875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FG,"F&G Annuities & Life, Inc.",NYSE,common_stock,False,2022-11-22,Financial Services,Insurance - Life,US,132484990.0,1.288,3794370113.6,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,28.6,2026-06-11,3789070714.0,17251622.853125002,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLG,SL Green Realty Corp.,NYSE,common_stock,False,1997-08-15,Real Estate,REIT - Office,US,71124483.00526212,1.604,3630904857.1499996,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,51.31,2026-06-11,3649397222.9999995,51300281.7478125,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UWMC,UWM Holdings Corporation,NYSE,common_stock,False,2020-05-01,Financial Services,Financial - Mortgages,US,1515845899.1631799,1.775,3683505535.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,2.39,2026-06-11,3622871699.0,58132535.2878125,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKU,"BankUnited, Inc.",NYSE,common_stock,False,2011-01-28,Financial Services,Banks - Regional,US,72681714.00082237,1.175,3535238568.96,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,48.64,2026-06-11,3535238569.0,37757614.30375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSA,National Storage Affiliates Trust,NYSE,common_stock,False,2015-04-22,Real Estate,REIT - Industrial,US,77126482.00395519,1.072,3485345721.58,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,45.51,2026-06-11,3510026196.0000005,45157931.2409375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHI,"National Health Investors, Inc.",NYSE,common_stock,False,1991-10-09,Real Estate,REIT - Healthcare Facilities,US,48471079.00222346,0.547,3487978844.8399997,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,71.96,2026-06-11,3487978845.0,33141702.985625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBU,"Community Bank System, Inc.",NYSE,common_stock,False,1985-11-26,Financial Services,Banks - Regional,US,52554928.99770467,0.797,3411865990.6800003,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,65.35,2026-06-11,3434464610.0,15091986.98,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNW,"Genworth Financial, Inc.",NYSE,common_stock,False,2004-05-25,Financial Services,Insurance - Life,US,383009255.9954751,0.874,3336010619.76,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,8.84,2026-06-11,3385801823.0,25693088.6196875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,Assured Guaranty Ltd.,NYSE,common_stock,False,2004-04-23,Financial Services,Insurance - Specialty,US,44282464.00052882,0.758,3403550183.04,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,75.64,2026-06-11,3349525577.0,31243352.5390625,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIW,"Highwoods Properties, Inc.",NYSE,common_stock,False,1994-06-08,Real Estate,REIT - Office,US,110272696.99173553,1.112,3330235449.4,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,30.25,2026-06-11,3335749084.0,34751175.65625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYN,Rayonier Inc.,NYSE,common_stock,False,1994-02-17,Real Estate,REIT - Specialty,US,154738100.0,0.915,3201531289.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,20.86,2026-06-11,3227836766.0,51520005.301875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOH,Bank of Hawaii Corporation,NYSE,common_stock,False,1980-03-17,Financial Services,Banks - Regional,US,39621016.998604596,0.703,3101929420.9300003,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,78.83,2026-06-11,3123324770.0,31023510.790625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXP,LXP Industrial Trust,NYSE,common_stock,False,1993-10-22,Real Estate,REIT - Industrial,US,58952511.99847879,1.082,3109745008.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,52.59,2026-06-11,3100312606.0,25630811.040625002,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXMT,"Blackstone Mortgage Trust, Inc.",NYSE,common_stock,False,1980-12-29,Real Estate,REIT - Mortgage,US,168684000.0,0.932,3075109320.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,18.19,2026-06-11,3068361960.0,28141337.18625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANC,"Banc of California, Inc.",NYSE,common_stock,False,2002-08-23,Financial Services,Banks - Regional,US,154202120.98641166,1.321,3063996144.27,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,19.87,2026-06-11,3063996144.0,54282031.9715625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSK,FS KKR Capital Corp.,NYSE,common_stock,False,2014-04-16,Financial Services,Asset Management,US,280066432.9944547,0.897,3080730763.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,10.82,2026-06-11,3030318804.9999995,39563120.338125,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFS,"Provident Financial Services, Inc.",NYSE,common_stock,False,2003-01-16,Financial Services,Banks - Regional,US,130313687.0107527,0.789,3041521454.58,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,23.25,2026-06-11,3029793223.0,21861582.9353125,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UE,Urban Edge Properties,NYSE,common_stock,False,2015-01-16,Real Estate,REIT - Diversified,US,126019993.98654331,1.002,2994235057.44,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,23.78,2026-06-11,2996755457.0,18884731.040937502,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPT,"Medical Properties Trust, Inc.",NYSE,common_stock,False,2007-12-28,Real Estate,REIT - Healthcare Facilities,US,598100000.0,1.455,2972557000.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,4.97,2026-06-11,2972557000.0,26882898.0353125,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKR,Acadia Realty Trust,NYSE,common_stock,False,1993-05-27,Real Estate,REIT - Retail,US,133517000.0,1.118,2857263800.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,21.97,2026-06-11,2933368490.0,25807509.124375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTGC,"Hercules Capital, Inc.",NYSE,common_stock,False,2005-06-09,Financial Services,Asset Management,US,187118590.00644746,0.744,2920958613.618,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,15.51,2026-06-11,2902209331.0,30177560.34875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,Park Hotels & Resorts Inc.,NYSE,common_stock,False,2017-01-04,Real Estate,REIT - Hotel & Motel,US,201361835.02785516,1.367,2891555950.6,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,14.36,2026-06-11,2891555951.0,53101067.0625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBRG,"DigitalBridge Group, Inc.",NYSE,common_stock,False,2014-06-27,Financial Services,Asset Management,US,182372000.0,1.468,2859592960.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,15.7,2026-06-11,2863240400.0,44014915.3978125,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBK,FB Financial Corporation,NYSE,common_stock,False,2016-09-16,Financial Services,Banks - Regional,US,51523500.0,0.96,2765266245.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,54.12,2026-06-11,2788451820.0,18027919.5984375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPNT,SiriusPoint Ltd.,NYSE,common_stock,False,2013-08-15,Financial Services,Insurance - Reinsurance,US,117542130.01266356,0.619,2737556207.7,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,23.69,2026-06-11,2784573060.0,16959181.696875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAMI,Acadian Asset Management,NYSE,common_stock,False,2014-10-09,Financial Services,Asset Management,US,35629000.0,1.329,2768373300.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,77.7,2026-06-11,2768373300.0,24153754.2184375,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVT,InvenTrust Properties Corp.,NYSE,common_stock,False,2014-02-27,Real Estate,REIT - Retail,US,77935857.01228221,-6.183,2709050389.3199997,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,35.01,2026-06-11,2728534354.0,17456020.6059375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCPT,"Four Corners Property Trust, Inc.",NYSE,common_stock,False,2015-11-10,Real Estate,REIT - Retail,US,109749000.00000001,0.82,2785429620.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,24.83,2026-06-11,2725067670.0,18955779.7703125,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXW,"CoreCivic, Inc.",NYSE,common_stock,False,1997-07-15,Real Estate,REIT - Specialty,US,98888460.0,0.641,2615599767.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,26.85,2026-06-11,2655155151.0,24988600.0984375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WT,"WisdomTree, Inc.",NYSE,common_stock,False,1993-03-04,Financial Services,Asset Management,US,152941000.0,1.161,2615291100.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,17.28,2026-06-11,2642820480.0,60131605.6421875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUBI,"Customers Bancorp, Inc.",NYSE,common_stock,False,2012-03-14,Financial Services,Banks - Regional,US,33825087.99533799,1.495,2547029126.4,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,77.22,2026-06-11,2611973295.0,26702505.8190625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBT,Beacon Financial Corp.,NYSE,common_stock,False,2019-12-06,Financial Services,Asset Management,US,83816086.01328903,0.5469947,2495204880.22,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,30.1,2026-06-11,2522864189.0,24419068.845,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APAM,Artisan Partners Asset Management Inc.,NYSE,common_stock,False,2013-03-07,Financial Services,Asset Management,US,70993256.98985344,1.66,2451397164.21,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,35.48,2026-06-11,2518840758.0,31494017.9565625,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
